country,year,M,X,dep_m,n_suppliers,HHI,HHI_clean,entropy,entropy_clean,DCI,GDP.x,DEE,DTE,DMSP,DUC,DTI,asym,cyc2,cyc_katz,broker,eigen,country_name,GDP.y,new_cb_firms,CB_Firms_Cumulative
BEL,2017,3664037136.3859844,9933641.931036064,0.9972962109580016,47,0.7712916448012613,0.7663197240360714,0.6543970478942841,0.16996674299022485,0.08010225584574174,41619.328629169,61.5160406007212,57.7497554120593,58.7096850002752,66.1181577936165,63.4865641969338,0.7712145279657011,9835897522532338,5.6621308526239034e-5,0,0.7729025573375942,Belgium,500908767351.53,597,18051
BEL,2018,6508235056.192934,8117805.281689843,0.9987542409912018,50,0.7966454783470208,0.7924953860683885,0.5833635279845057,0.14912067929433362,0.10218180736476971,42208.3625650272,64.6715218066159,59.8931430978601,60.6565228952885,68.3182001654244,69.8182210678905,0.7965978676683269,13348310070824482,5.2676252151773184e-5,0,0.8105742725311784,Belgium,542638913427.921,483,18534
BEL,2019,8129997842.4727955,11674264.95819481,0.9985661096634512,54,0.7921970936461638,0.7882762840923178,0.5925146639596172,0.14853773718898475,0.13360140657109515,43006.4042308863,67.5053030834873,61.916641811438,63.9432420722394,71.6400341007457,72.5212943495261,0.7921256827700498,28324496565136224,9.355252791554136e-5,0,0.8668823275830375,Belgium,536726344405.489,394,18928
BEL,2020,8741574254.918583,6625825.996356049,0.9992426069437058,53,0.7668319030755404,0.7623479012116084,0.6558989956270872,0.16520170554418268,0.1133330074264562,40769.0218072962,69.8371422901791,63.6262580153968,64.8353584309681,73.4839537380438,77.4029989763075,0.7668305479896705,417059735466905.6,1.0444911272111668e-5,0,0.8062436071900679,Belgium,529694473501.791,358,19286
BEL,2021,10373197531.10871,8710848.027699709,0.999160958880623,53,0.7608832415496014,0.7562848423486322,0.6559432585017531,0.16521285406314037,0.11780781441310957,43140.9676652971,70.497304546675,65.2078789217518,68.184360025816,72.48101088254,76.1159683565921,0.7608818583124815,460669412628480.7,9.700459952410869e-6,0,0.7800693653556898,Belgium,598522422241.851,287,19573
BEN,2016,153179388.52544728,0,1,24,0.7429245476304086,0.7317473540491221,0.6852460166536197,0.21561812770760913,0,1006.03926633023,NA,NA,NA,NA,NA,0.7429245476304086,0,0,0,0.4260140128523696,Benin,11821065853.3838,8,55
BEN,2017,172009235.78330615,0,1,25,0.7204477297996827,0.7087997185413362,0.7370303122670177,0.22897134042043885,0,1032.90471194182,6.12851404221946,7.85695553132164,4.95256974260217,1.83742651019048,9.86710438476353,0.7204477297996827,0,0,0,0.4144273454400834,Benin,12701655836.9467,13,68
BEN,2018,187983636.4641543,0,1,30,0.7238577423067822,0.7143355954897748,0.7219353342278043,0.21225917029108043,0,1071.50452156932,8.65258523197813,11.1218702513504,6.03835729235892,3.85576582278739,13.5943475614157,0.7238577423067822,0,0,0,0.48606107398478904,Benin,14262408089.9261,14,82
BEN,2019,190799074.84690487,0,1,30,0.7187049282548981,0.7090050981947221,0.7383961001559853,0.21709886763323724,0,1114.17304526443,9.44976359544778,13.3730789491361,4.7083903290904,5.37138254155217,14.3462025620125,0.7187049282548981,0,0,0,0.4792171216417977,Benin,14391686313.4641,11,93
BEN,2020,192742486.69701412,0,1,32,0.6972079438952976,0.6874404582145007,0.755821224089081,0.21808390635838862,0,1126.65404122154,10.8564218569447,12.647718636216,6.68281445013399,8.03454274196331,16.0606115994656,0.6972079438952976,0,0,0,0.49618782083823926,Benin,15686741883.934,4,97
BEN,2021,228312308.84143415,0,1,32,0.6852260121378332,0.6750720125293762,0.7590290887364601,0.219009500442112,0,1176.37727637273,12.2770962266259,13.4715478412297,7.42906897477674,9.59594308729648,18.6118250032007,0.6852260121378332,0,0,0,0.4706823861173951,Benin,17687623530.3355,4,101
BFA,2016,169538373.67676657,0,1,26,0.6492156546621537,0.6351842808486399,0.8736671685330413,0.26815263401114137,0,648.420480176012,NA,NA,NA,NA,NA,0.6492156546621537,0,0,0,0.4594044384824727,Burkina Faso,12833363045.3367,2,56
