firm,iso_o,category,parent
"SUN MICROSYSTEMS SCOTLAND HOLDING, LP",GBR,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
SUN MICROSYSTEMS SCOTLAND LP,GBR,cloud-computing,ORACLE CORP
SUN MICROSYSTEMS SCOTLAND LP,GBR,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
"SUN MICROSYSTEMS SLOVAKIA, S.R.O.",SVN,cloud-computing,ORACLE CORP
"SUN MICROSYSTEMS SLOVAKIA, S.R.O.",SVN,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
SUN MICROSYSTEMS SPB LLC,RUS,cloud-computing,ORACLE CORP
SUN MICROSYSTEMS SPB LLC,RUS,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
SUN MICROSYSTEMS TAIWAN LIMITED,TWN,cloud-computing,ORACLE CORP
SUN MICROSYSTEMS TAIWAN LIMITED,TWN,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
SUN MICROSYSTEMS TECHNOLOGY LTD,BMU,cloud-computing,ORACLE CORP
SUN MICROSYSTEMS TECHNOLOGY LTD,BMU,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
SUN MICROSYSTEMS UKRAINE LLC,UKR,cloud-computing,ORACLE CORP
SUN MICROSYSTEMS UKRAINE LLC,UKR,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
SUNDAY BAZAR INTERNET SALES PRIVATE LIMITED.,IND,cloud-computing,ORACLE CORP
SUNDAY BAZAR INTERNET SALES PRIVATE LIMITED.,IND,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
SUPPLIER OASIS FULFILLMENT SERVICES INC,USA,payment-service,"OVERSTOCK.COM, INC."
"SUQIAN HANBANG INVESTMENT MANAGEMENT CO., LTD.",CHN,online-marketplace,"JD.COM, INC"
"SUQIAN JINGDONG JINYI ENTERPRISE MANAGEMENT CO., LTD.",CHN,online-marketplace,"JD.COM, INC"
"SUQIAN JINGDONG MINGFENG ENTERPRISE MANAGEMENT CO., LTD.",CHN,online-marketplace,"JD.COM, INC"
SUQIAN JINGDONG SANHONG ENTERPRISE MANAGEMENT CENTER (L.P.),CHN,online-marketplace,"JD.COM, INC"
SWAYAM LLC,USA,software_enterprise-software_customer-relationship-management-software,SWAYAM LLC
SYNAP SOFT CORP,KOR,software_productivity-software_office-software,NAVER CORPORATION
SYNCHRONIZED MANUFACTURING GMBH GERMANY,DEU,software_enterprise-software_supply-chain-management-software,PANASONIC
"SYSTEMS RESEARCH & DEVELOPMENT CO.,LTD.",JPN,digital-media_video-games_gaming-networks,"NINTENDO CO.,LTD."
SYSTEMS-AUTOMOTIVE S.R.O.,CZE,software_enterprise-software_enterprise-resource-planning-software,"CDK GLOBAL, INC."
T-16 HOLDINGS LLC,USA,digital-advertising,"EXPEDIA GROUP, INC."
T-16 HOLDINGS LLC,USA,online-travel-market,"EXPEDIA GROUP, INC."
"TABLEAU SOFTWARE, INC.",USA,software_enterprise-software_business-intelligence-software,SALESFORCE INC
TAISTIL TRAVEL LIMITED,IRL,digital-advertising,"EXPEDIA GROUP, INC."
TAISTIL TRAVEL LIMITED,IRL,online-travel-market,"EXPEDIA GROUP, INC."
TAITO CORPORATION,JPN,digital-media_video-games_pc-games,"SQUARE ENIX HOLDINGS CO.,LTD."
"TAIWAN RAKUTEN ICHIBA, INC.",TWN,online-marketplace,"RAKUTEN GROUP,INC."
"TAIWAN RAKUTEN ICHIBA, INC.",TWN,payment-service,"RAKUTEN GROUP,INC."
TAKE - TWO INTERACTIVE GMBH,DEU,digital-media_video-games_pc-games,TAKE-TWO INTERACTIVE SOFTWARE INC.
TAKE 2 INTERACTIVE SOFTWARE PTY LTD,AUS,digital-media_video-games_pc-games,TAKE-TWO INTERACTIVE SOFTWARE INC.
TAKE TWO EUROPE (HOLDINGS) LIMITED,GBR,digital-media_video-games_pc-games,TAKE-TWO INTERACTIVE SOFTWARE INC.
TAKE TWO INTERACTIVE BENELUX B.V.,NLD,digital-media_video-games_pc-games,TAKE-TWO INTERACTIVE SOFTWARE INC.
TAKE TWO INTERACTIVE ESPANA SL,ESP,digital-media_video-games_pc-games,TAKE-TWO INTERACTIVE SOFTWARE INC.
TAKE TWO INTERACTIVE FRANCE,FRA,digital-media_video-games_pc-games,TAKE-TWO INTERACTIVE SOFTWARE INC.
TAKE TWO INTERACTIVE SOFTWARE EUROPE LIMITED,GBR,digital-media_video-games_pc-games,TAKE-TWO INTERACTIVE SOFTWARE INC.
TAKE-TWO GB LIMITED,GBR,digital-media_video-games_pc-games,TAKE-TWO INTERACTIVE SOFTWARE INC.
TAKE-TWO INTERACTIVE KOREA LIMITED,KOR,digital-media_video-games_pc-games,TAKE-TWO INTERACTIVE SOFTWARE INC.
TAKE-TWO INTERACTIVE SOFTWARE INC.,USA,digital-media_video-games_pc-games,TAKE-TWO INTERACTIVE SOFTWARE INC.
"TAOBAO (CHINA) SOFTWARE CO., LTD.",CHN,online-marketplace,ALI BABA GROUP LLC
TAOBAO CHINA HOLDING LIMITED,HKG,online-marketplace,ALI BABA GROUP LLC
TAOBAO HOLDING LIMITED,CYM,digital-advertising,ALI BABA GROUP LLC
TECHNOLOGY PRODUCTS & SERVICES LIMITED,GBR,cloud-computing,INTERNATIONAL BUSINESS MACHINES CORP
TENCENT (THAILAND) CO LTD,THA,cloud-computing,TENCENT HOLDINGS LIMITED
TENCENT (THAILAND) CO LTD,THA,digital-advertising,TENCENT HOLDINGS LIMITED
TENCENT (THAILAND) CO LTD,THA,digital-media_video-games_pc-games,TENCENT HOLDINGS LIMITED
TENCENT (THAILAND) CO LTD,THA,digital-media_video-on-demand_video-streaming-svod,TENCENT HOLDINGS LIMITED
TENCENT (THAILAND) CO LTD,THA,payment-service,TENCENT HOLDINGS LIMITED
"TENCENT CLOUD COMPUTING (BEIJING) CO., LTD.",CHN,cloud-computing,TENCENT HOLDINGS LIMITED
TENCENT HOLDINGS LIMITED,CYM,cloud-computing,TENCENT HOLDINGS LIMITED
TENCENT HOLDINGS LIMITED,CYM,digital-advertising,TENCENT HOLDINGS LIMITED
TENCENT HOLDINGS LIMITED,CYM,digital-media_video-games_pc-games,TENCENT HOLDINGS LIMITED
TENCENT HOLDINGS LIMITED,CYM,digital-media_video-on-demand_video-streaming-svod,TENCENT HOLDINGS LIMITED
TENCENT HOLDINGS LIMITED,CYM,payment-service,TENCENT HOLDINGS LIMITED
TENCENT MOBILITY (LUXEMBOURG) S.A R.L.,LUX,cloud-computing,TENCENT HOLDINGS LIMITED
TENCENT MOBILITY (LUXEMBOURG) S.A R.L.,LUX,digital-advertising,TENCENT HOLDINGS LIMITED
TENCENT MOBILITY (LUXEMBOURG) S.A R.L.,LUX,digital-media_video-games_pc-games,TENCENT HOLDINGS LIMITED
TENCENT MOBILITY (LUXEMBOURG) S.A R.L.,LUX,digital-media_video-on-demand_video-streaming-svod,TENCENT HOLDINGS LIMITED
TENCENT MOBILITY (LUXEMBOURG) S.A R.L.,LUX,payment-service,TENCENT HOLDINGS LIMITED
"TENCENT MUSIC ENTERTAINMENT (SHENZHEN) CO., LTD.",CHN,digital-media_digital-music_music-streaming,TENCENT HOLDINGS LIMITED
"TENCENT MUSIC ENTERTAINMENT TECHNOLOGY (SHENZHEN) CO., LTD.",CHN,digital-media_digital-music_music-streaming,TENCENT HOLDINGS LIMITED
"TENCENT TECHNOLOGY (BEIJING) CO., LTD.",CHN,cloud-computing,TENCENT HOLDINGS LIMITED
"TENCENT TECHNOLOGY (BEIJING) CO., LTD.",CHN,digital-advertising,TENCENT HOLDINGS LIMITED
"TENCENT TECHNOLOGY (BEIJING) CO., LTD.",CHN,digital-media_video-games_pc-games,TENCENT HOLDINGS LIMITED
"TENCENT TECHNOLOGY (BEIJING) CO., LTD.",CHN,digital-media_video-on-demand_video-streaming-svod,TENCENT HOLDINGS LIMITED
"TENCENT TECHNOLOGY (BEIJING) CO., LTD.",CHN,payment-service,TENCENT HOLDINGS LIMITED
"TENCENT TECHNOLOGY (CHENGDU) CO., LTD.",CHN,cloud-computing,TENCENT HOLDINGS LIMITED
"TENCENT TECHNOLOGY (CHENGDU) CO., LTD.",CHN,digital-advertising,TENCENT HOLDINGS LIMITED
"TENCENT TECHNOLOGY (CHENGDU) CO., LTD.",CHN,digital-media_video-games_pc-games,TENCENT HOLDINGS LIMITED
"TENCENT TECHNOLOGY (CHENGDU) CO., LTD.",CHN,digital-media_video-on-demand_video-streaming-svod,TENCENT HOLDINGS LIMITED
"TENCENT TECHNOLOGY (CHENGDU) CO., LTD.",CHN,payment-service,TENCENT HOLDINGS LIMITED
"TENCENT TECHNOLOGY (SHENZHEN) CO., LTD.",CHN,cloud-computing,TENCENT HOLDINGS LIMITED
"TENCENT TECHNOLOGY (SHENZHEN) CO., LTD.",CHN,digital-advertising,TENCENT HOLDINGS LIMITED
"TENCENT TECHNOLOGY (SHENZHEN) CO., LTD.",CHN,digital-media_video-games_pc-games,TENCENT HOLDINGS LIMITED
"TENCENT TECHNOLOGY (SHENZHEN) CO., LTD.",CHN,digital-media_video-on-demand_video-streaming-svod,TENCENT HOLDINGS LIMITED
"TENCENT TECHNOLOGY (SHENZHEN) CO., LTD.",CHN,payment-service,TENCENT HOLDINGS LIMITED
TERADATA CORPORATION,USA,cloud-computing,TERADATA CORPORATION
THAWTE INC,USA,Cybersecurity,VERISIGN INC
THAWTE TECHNOLOGIES INC,USA,Cybersecurity,VERISIGN INC
THE BOOK DEPOSITORY LIMITED,GBR,digital-media_epublishing_ebooks,"AMAZON.COM, INC."
"THE CJK DICTIONARY INSTITUTE,INC.",JPN,eservices_online-education,"THE CJK DICTIONARY INSTITUTE,INC."
THE EUROPEAN SOFTWARE COMPANY UNLIMITED COMPANY,IRL,software_enterprise-software_supply-chain-management-software,BMC SOFTWARE INC
"THE GLOBAL NAME REGISTRY, LIMITED",GBR,cloud-computing,VERISIGN INC
THE MOLASSES FLOOD LLC,USA,digital-media_video-games_pc-games,CD PROJEKT S.A.
THE POKEMON COMPANY,JPN,digital-media_video-games_gaming-networks,"NINTENDO CO.,LTD."
THE THEORY CENTER INC,USA,cloud-computing,ORACLE CORP
THE THEORY CENTER INC,USA,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
THE YES PLATFORM INC,USA,digital-advertising,"PINTEREST, INC."
THETA RAY INC,USA,payment-service,THETA RAY INC
THIBAUT & TANGUY STUDIOS,FRA,digital-advertising,"NETEASE, INC."
THIBAUT & TANGUY STUDIOS,FRA,digital-media_digital-music_music-streaming,"NETEASE, INC."
THIBAUT & TANGUY STUDIOS,FRA,digital-media_video-games_pc-games,"NETEASE, INC."
"TIANJIN BYTEDANCE TECHNOLOGY CO., LTD.",CHN,digital-advertising,BYTEDANCE INC
"TIANJIN ZHUANZHUAN WORLD TECHNOLOGY CO., LTD.",CHN,online-marketplace,58.COM INCORPORATED
TIDAL SP. Z O.O.,POL,digital-media_digital-music_music-streaming,BLOCK INC
TIEMPO LABS INC,USA,payment-service,TIEMPO LABS INC
TIKTOK INC,USA,digital-advertising,BYTEDANCE INC
TIKTOK INFORMATION TECHNOLOGIES UK LIMITED,GBR,digital-advertising,BYTEDANCE INC
TIKTOK PTE. LTD.,SGP,digital-advertising,BYTEDANCE INC
TINDER INC,USA,eservices_dating-services_online-dating,"MATCH GROUP, INC."
TINOWAY NEDERLAND B.V.,NLD,cloud-computing,ORACLE CORP
TINOWAY NEDERLAND B.V.,NLD,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
TOKOPEDIA PTE. LTD.,SGP,online-marketplace,GOTO FINANCIAL
"TOKYO RPG FACTORY CO.,LTD.",JPN,digital-media_video-games_pc-games,"SQUARE ENIX HOLDINGS CO.,LTD."
TONIC SYSTEMS PTY LTD,AUS,software_productivity-software_office-software,ALPHABET INC.
TOUTAPP INC,USA,software_enterprise-software_business-intelligence-software,ADOBE INC
TRAC HOLDING LLC,USA,software_enterprise-software_enterprise-resource-planning-software,"EXELA TECHNOLOGIES, INC."
TRAC LLC,USA,software_enterprise-software_enterprise-resource-planning-software,"EXELA TECHNOLOGIES, INC."
TRADEBYTE SOFTWARE LIMITED,GBR,software_productivity-software_creative-software,ZALANDO SE
TRAINPALM LIMITED,GBR,online-travel-market,TRIP.COM GROUP LIMITED
TRANSCENTRA FTS PRIVATE LIMITED,IND,software_enterprise-software_enterprise-resource-planning-software,"EXELA TECHNOLOGIES, INC."
TRANSCENTRA INC,USA,software_enterprise-software_enterprise-resource-planning-software,"EXELA TECHNOLOGIES, INC."
TRANSLATTICE INC,USA,software_enterprise-software_other-enterprise-software,TRANSLATTICE INC
TRAVEL-IT GMBH & CO. KG,DEU,online-travel-market,TRAVELPORT INC
TRAVELFORCE NEW ZEALAND LIMITED,NZL,digital-advertising,"EXPEDIA GROUP, INC."
TRAVELFORCE NEW ZEALAND LIMITED,NZL,online-travel-market,"EXPEDIA GROUP, INC."
TRAVELFORCE PTY LTD,AUS,digital-advertising,"EXPEDIA GROUP, INC."
TRAVELFORCE PTY LTD,AUS,online-travel-market,"EXPEDIA GROUP, INC."
TRAVELJIGSAW HOLDINGS LIMITED,GBR,online-travel-market,BOOKING HOLDINGS INC.
TRAVELPORT,USA,online-travel-market,TRAVELPORT INC
TRAVELPORT AUSTRIA GMBH,AUT,online-travel-market,TRAVELPORT INC
TRAVELPORT BELGIUM,BEL,online-travel-market,TRAVELPORT INC
TRAVELPORT CORPORATE FINANCE (LUXEMBOURG) S.A.,LUX,online-travel-market,TRAVELPORT INC
TRAVELPORT CORPORATE FINANCE LTD,GBR,online-travel-market,TRAVELPORT INC
TRAVELPORT DEUTSCHLAND GMBH C/O AGENDIS BUSINESS CENTER,DEU,online-travel-market,TRAVELPORT INC
TRAVELPORT DIGITAL LIMITED,IRL,online-travel-market,TRAVELPORT INC
TRAVELPORT FINANCE (LUXEMBOURG) S.A .R.L.,LUX,online-travel-market,TRAVELPORT INC
TRAVELPORT HOLDINGS LIMITED,BMU,online-travel-market,TRAVELPORT INC
TRAVELPORT INC,USA,online-travel-market,TRAVELPORT INC
TRAVELPORT JAPAN K.K.,JPN,online-travel-market,TRAVELPORT INC
TRAVELSCAPE LLC,USA,digital-advertising,"EXPEDIA GROUP, INC."
TRAVELSCAPE LLC,USA,online-travel-market,"EXPEDIA GROUP, INC."
TRAVIX NEDERLAND B.V.,NLD,online-travel-market,TRIP.COM GROUP LIMITED
"TRI-VALLEY RESELLER, LLC",USA,cloud-computing,"WORKDAY, INC."
TRICORE SOLUTIONS LLC,USA,cloud-computing,"RACKSPACE TECHNOLOGY, INC."
TRICORE SOLUTIONS PRIVATE LIMITED,IND,cloud-computing,"RACKSPACE TECHNOLOGY, INC."
TRIP.COM GROUP LIMITED,CYM,online-travel-market,TRIP.COM GROUP LIMITED
TRUNKT LLC,USA,digital-advertising,"ETSY, INC."
TRUNKT LLC,USA,online-marketplace,"ETSY, INC."
TSG AUSTRALIA PTY LTD,AUS,online-gambling,STARS GROUP INC. (THE)
TSG INTERACTIVE US SERVICES LTD,USA,online-gambling,STARS GROUP INC. (THE)
TUBEMOGUL LATIN AMERICA HOLDINGS LLC,USA,software_enterprise-software_business-intelligence-software,ADOBE INC
"TUBEMOGUL, INC.",USA,software_enterprise-software_business-intelligence-software,ADOBE INC
TUMBLR INC,USA,digital-advertising,AUTOMATTIC INC
TV CORP INTERNATIONAL,USA,web-hosting,VERISIGN INC
TWILIO INC.,USA,cloud-computing,TWILIO INC.
TWITCH SWEDEN AB,SWE,digital-advertising,"AMAZON.COM, INC."
TWITCH SWEDEN AB,SWE,digital-media_video-on-demand_video-streaming-svod,"AMAZON.COM, INC."
TWITTER AUSTRALIA HOLDINGS PTY LIMITED,AUS,data-licensing,"TWITTER, INC."
TWITTER AUSTRALIA HOLDINGS PTY LIMITED,AUS,digital-advertising,"TWITTER, INC."
TWITTER BRASIL REDE DE INFORMACAO LTDA,BRA,data-licensing,"TWITTER, INC."
TWITTER BRASIL REDE DE INFORMACAO LTDA,BRA,digital-advertising,"TWITTER, INC."
TWITTER CANADA ULC,CAN,data-licensing,"TWITTER, INC."
TWITTER CANADA ULC,CAN,digital-advertising,"TWITTER, INC."
TWITTER COMMUNICATIONS INDIA PRIVATE LIMITED,IND,data-licensing,"TWITTER, INC."
TWITTER COMMUNICATIONS INDIA PRIVATE LIMITED,IND,digital-advertising,"TWITTER, INC."
TWITTER FRANCE SAS,FRA,data-licensing,"TWITTER, INC."
TWITTER FRANCE SAS,FRA,digital-advertising,"TWITTER, INC."
TWITTER GERMANY GMBH,DEU,data-licensing,"TWITTER, INC."
TWITTER GERMANY GMBH,DEU,digital-advertising,"TWITTER, INC."
TWITTER INTERNATIONAL UNLIMITED COMPANY,IRL,data-licensing,"TWITTER, INC."
TWITTER INTERNATIONAL UNLIMITED COMPANY,IRL,digital-advertising,"TWITTER, INC."
TWITTER JAPAN K.K.,JPN,data-licensing,"TWITTER, INC."
TWITTER JAPAN K.K.,JPN,digital-advertising,"TWITTER, INC."
TWITTER KOREA LTD,KOR,data-licensing,"TWITTER, INC."
TWITTER KOREA LTD,KOR,digital-advertising,"TWITTER, INC."
TWITTER NETHERLANDS B.V.,NLD,data-licensing,"TWITTER, INC."
TWITTER NETHERLANDS B.V.,NLD,digital-advertising,"TWITTER, INC."
TWITTER SPAIN SL.,ESP,data-licensing,"TWITTER, INC."
TWITTER SPAIN SL.,ESP,digital-advertising,"TWITTER, INC."
TWITTER UK LTD,GBR,data-licensing,"TWITTER, INC."
TWITTER UK LTD,GBR,digital-advertising,"TWITTER, INC."
"TWITTER, INC.",USA,data-licensing,"TWITTER, INC."
"TWITTER, INC.",USA,digital-advertising,"TWITTER, INC."
"TZERO BROKER SERVICES, LLC",USA,payment-service,"OVERSTOCK.COM, INC."
TZERO CRYPTO INC,USA,payment-service,"OVERSTOCK.COM, INC."
TZERO CRYPTO TRUST,USA,payment-service,"OVERSTOCK.COM, INC."
"TZERO IP, LLC",USA,payment-service,"OVERSTOCK.COM, INC."
TZERO MARKETS LLC,USA,payment-service,"OVERSTOCK.COM, INC."
UAB IBM LIETUVA,LTU,cloud-computing,INTERNATIONAL BUSINESS MACHINES CORP
UAB MICROSOFT LIETUVA,LTU,cloud-computing,MICROSOFT CORPORATION
UAB MICROSOFT LIETUVA,LTU,digital-advertising,MICROSOFT CORPORATION
UAB MICROSOFT LIETUVA,LTU,operating-system,MICROSOFT CORPORATION
UAB MICROSOFT LIETUVA,LTU,software_productivity-software_office-software,MICROSOFT CORPORATION
UBER AUSTRALIA HOLDINGS PTY LTD,AUS,online-food-ordering,"UBER TECHNOLOGIES, INC."
UBER AUSTRALIA HOLDINGS PTY LTD,AUS,online-ride-hailing,"UBER TECHNOLOGIES, INC."
UBER AZARBAYCAN MAHDUD MASULIYYATLI CAMIYYATI,AZE,online-food-ordering,"UBER TECHNOLOGIES, INC."
UBER AZARBAYCAN MAHDUD MASULIYYATLI CAMIYYATI,AZE,online-ride-hailing,"UBER TECHNOLOGIES, INC."
UBER BULGARIA SOFTWARE AND DEVELOPMENT EOOD,BGR,online-food-ordering,"UBER TECHNOLOGIES, INC."
UBER BULGARIA SOFTWARE AND DEVELOPMENT EOOD,BGR,online-ride-hailing,"UBER TECHNOLOGIES, INC."
UBER EATS FRANCE SAS,FRA,online-food-ordering,"UBER TECHNOLOGIES, INC."
UBER EATS FRANCE SAS,FRA,online-ride-hailing,"UBER TECHNOLOGIES, INC."
UBER FRANCE SAS,FRA,online-food-ordering,"UBER TECHNOLOGIES, INC."
UBER FRANCE SAS,FRA,online-ride-hailing,"UBER TECHNOLOGIES, INC."
UBER GERMANY GMBH,DEU,online-food-ordering,"UBER TECHNOLOGIES, INC."
UBER GERMANY GMBH,DEU,online-ride-hailing,"UBER TECHNOLOGIES, INC."
UBER ITALY S.R.L.,ITA,online-food-ordering,"UBER TECHNOLOGIES, INC."
UBER ITALY S.R.L.,ITA,online-ride-hailing,"UBER TECHNOLOGIES, INC."
UBER LONDON LIMITED,GBR,online-food-ordering,"UBER TECHNOLOGIES, INC."
UBER LONDON LIMITED,GBR,online-ride-hailing,"UBER TECHNOLOGIES, INC."
UBER ML B.V.,NLD,online-food-ordering,"UBER TECHNOLOGIES, INC."
UBER ML B.V.,NLD,online-ride-hailing,"UBER TECHNOLOGIES, INC."
UBER ML HOLDCO B.V.,NLD,online-food-ordering,"UBER TECHNOLOGIES, INC."
UBER ML HOLDCO B.V.,NLD,online-ride-hailing,"UBER TECHNOLOGIES, INC."
UBER NEW ZEALAND TECHNOLOGIES LIMITED,NZL,online-food-ordering,"UBER TECHNOLOGIES, INC."
UBER NEW ZEALAND TECHNOLOGIES LIMITED,NZL,online-ride-hailing,"UBER TECHNOLOGIES, INC."
UBER NL HOLDINGS 1 B.V.,NLD,online-food-ordering,"UBER TECHNOLOGIES, INC."
UBER NL HOLDINGS 1 B.V.,NLD,online-ride-hailing,"UBER TECHNOLOGIES, INC."
UBER TECHNOLOGIES LLC,USA,online-food-ordering,"UBER TECHNOLOGIES, INC."
UBER TECHNOLOGIES LLC,USA,online-ride-hailing,"UBER TECHNOLOGIES, INC."
"UBER TECHNOLOGIES, INC.",USA,online-food-ordering,"UBER TECHNOLOGIES, INC."
"UBER TECHNOLOGIES, INC.",USA,online-ride-hailing,"UBER TECHNOLOGIES, INC."
UBISOFT BLUE BYTE GMBH,DEU,digital-media_video-games_pc-games,UBISOFT SRL
UBISOFT BORDEAUX,FRA,digital-media_video-games_pc-games,UBISOFT SRL
UBISOFT MOBILE GAMES,FRA,digital-media_video-games_pc-games,UBISOFT SRL
UBISOFT MONTPELLIER,FRA,digital-media_video-games_pc-games,UBISOFT SRL
UBISOFT OSAKA K.K.,JPN,digital-media_video-games_pc-games,UBISOFT SRL
UBISOFT PARIS,FRA,digital-media_video-games_pc-games,UBISOFT SRL
UBISOFT PARIS - MOBILE,FRA,digital-media_video-games_pc-games,UBISOFT SRL
UBISOFT REFLECTIONS LIMITED,GBR,digital-media_video-games_pc-games,UBISOFT SRL
UBISOFT SINGAPORE PTE. LTD.,SGP,digital-media_video-games_pc-games,UBISOFT SRL
UBISOFT SRL,ROU,digital-media_video-games_pc-games,UBISOFT SRL
UBISOFT TORONTO INC,CAN,digital-media_video-games_pc-games,UBISOFT SRL
UBISOFT WINNIPEG INC.,CAN,digital-media_video-games_pc-games,UBISOFT SRL
UDEMY INC,USA,eservices_online-education,UDEMY INC
UPSHOT K.K.,JPN,cloud-computing,ORACLE CORP
UPSHOT K.K.,JPN,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
UPSKILLIST IRELAND LIMITED,IRL,eservices_online-education,UPSKILLIST IRELAND LIMITED
URX LLC,USA,digital-advertising,"PINTEREST, INC."
"VAAU, INC.",GBR,cloud-computing,ORACLE CORP
"VAAU, INC.",GBR,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
VACATIONSPOT SL,ESP,digital-advertising,"EXPEDIA GROUP, INC."
VACATIONSPOT SL,ESP,online-travel-market,"EXPEDIA GROUP, INC."
VALKYRIE ENTERTAINMENT,USA,digital-media_video-games_pc-games,SONY GROUP CORPORATION
VALVE CORPORATION,USA,digital-media_video-games_gaming-networks,VALVE CORPORATION
VALVE GMBH,DEU,digital-media_video-games_gaming-networks,VALVE CORPORATION
VALVE S.A R.L.,LUX,digital-media_video-games_gaming-networks,VALVE CORPORATION
VANTIVE AUSTRALIA PTY LTD,AUS,cloud-computing,ORACLE CORP
VANTIVE AUSTRALIA PTY LTD,AUS,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
VENERE NET S.R.L.,ITA,digital-advertising,"EXPEDIA GROUP, INC."
VENERE NET S.R.L.,ITA,online-travel-market,"EXPEDIA GROUP, INC."
VENERE UK LIMITED,GBR,digital-advertising,"EXPEDIA GROUP, INC."
VENERE UK LIMITED,GBR,online-travel-market,"EXPEDIA GROUP, INC."
VENMO LIMITED,HKG,payment-service,"PAYPAL, INC."
VERENIGING STRIPCHAT,NLD,digital-media_video-on-demand_video-streaming-svod,VERENIGING STRIPCHAT
VERISIGN CANADA LTD,CAN,Cybersecurity,VERISIGN INC
VERISIGN CAPITAL MANAGEMENT INC.,USA,Cybersecurity,VERISIGN INC
VERISIGN COLOMBIA S A S,COL,Cybersecurity,VERISIGN INC
VERISIGN COMMUNICATIONS GMBH,AUT,Cybersecurity,VERISIGN INC
VERISIGN COMMUNICATIONS HOLDING GMBH,AUT,Cybersecurity,VERISIGN INC
VERISIGN DENMARK APS,DNK,Cybersecurity,VERISIGN INC
VERISIGN DEUTSCHLAND GMBH,DEU,Cybersecurity,VERISIGN INC
VERISIGN DIGITAL SERVICES TECHNOLOGY (CHINA) CO LTD,CHN,Cybersecurity,VERISIGN INC
